ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
3017,0,0,34,0,-34
3018,0,0,38,0,-38
3019,1,1,1311,1286,-25
3020,0,0,13,0,-13
3021,1,1,367,1284,917
3022,0,0,30,0,-30
3023,1,0,50,0,-50
3024,0,0,30,0,-30
3025,1,0,4,0,-4
3026,0,0,51,0,-51
3027,0,0,28,0,-28
3028,0,0,6,0,-6
3029,0,0,40,0,-40
3030,0,0,76,0,-76
3031,1,1,453,1778,1325
3032,1,1,642,1819,1177
3033,1,1,490,1827,1337
3034,1,1,277,1240,963
3035,0,0,44,0,-44
3036,1,0,188,0,-188
3037,1,0,65,0,-65
3038,1,0,215,0,-215
3039,0,0,149,0,-149
3040,1,1,18,1453,1435
3041,1,1,189,1348,1159
3042,0,0,205,0,-205
3043,1,1,174,1486,1312
3044,1,0,40,0,-40
3045,1,0,86,0,-86
3046,1,1,509,1545,1036
3047,0,0,62,0,-62
3048,1,1,2103,1281,-822
3049,1,1,886,1577,691
3050,1,1,48,1422,1374
3051,1,0,42,0,-42
3052,1,0,46,0,-46
3053,1,1,132,1353,1221
3054,1,1,432,1375,943
3055,0,0,16,0,-16
3056,0,0,57,0,-57
3057,1,1,618,2131,1513
3058,0,0,5,0,-5
3059,0,0,22,0,-22
3060,1,1,553,1741,1188
3061,1,1,887,1412,525
3062,1,1,388,1319,931
3063,1,1,694,1464,770
3064,1,0,29,0,-29
3065,0,0,214,0,-214
3066,0,0,34,0,-34
3067,1,0,43,0,-43
3068,1,0,47,0,-47
3069,1,0,95,0,-95
3070,1,0,10,0,-10
3071,0,0,64,0,-64
3072,1,1,624,1470,846
3073,1,0,175,0,-175
3074,0,0,7,0,-7
3075,0,0,53,0,-53
3076,1,1,791,1339,548
3077,1,0,17,0,-17
3078,0,0,76,0,-76
3079,1,0,40,0,-40
3080,1,0,121,0,-121
3081,1,0,5,0,-5
3082,1,1,1090,1379,289
3083,0,0,26,0,-26
3084,1,1,863,1803,940
3085,1,1,1095,1414,319
3086,1,0,17,0,-17
3087,1,0,23,0,-23
3088,1,1,366,1387,1021
3089,1,0,108,0,-108
3090,0,0,9,0,-9
3091,1,1,769,1884,1115
3092,1,1,1310,1320,10
3093,0,0,115,0,-115
3094,0,0,25,0,-25
3095,1,1,559,3013,2454
3096,1,1,651,1254,603
3097,0,0,184,0,-184
3098,0,0,74,0,-74
3099,1,1,977,1499,522
3100,1,0,1,0,-1
3101,0,0,31,0,-31
3102,0,0,0,0,0
3103,1,1,521,1467,946
3104,0,0,8,0,-8
3105,0,0,45,0,-45
3106,0,0,101,0,-101
3107,1,1,254,1388,1134
3108,0,0,91,0,-91
3109,1,0,5,0,-5
3110,0,0,187,0,-187
3111,1,0,86,0,-86
3112,1,0,3,0,-3
3113,0,0,63,0,-63
3114,0,0,22,0,-22
3115,1,1,95,1524,1429
3116,0,0,194,0,-194
3117,1,0,32,0,-32
3118,1,0,8,0,-8
3119,1,1,39,1487,1448
3120,0,0,59,0,-59
3121,0,0,114,0,-114
3122,1,0,65,0,-65
3123,1,0,25,0,-25
3124,0,0,79,0,-79
3125,0,0,61,0,-61
3126,0,0,1,0,-1
3127,1,0,4,0,-4
3128,1,0,80,0,-80
3129,1,0,59,0,-59
3130,0,0,9,0,-9
3131,0,0,52,0,-52
3132,1,0,34,0,-34
3133,0,0,29,0,-29
3134,1,0,92,0,-92
3135,1,1,348,1508,1160
3136,1,0,41,0,-41
3137,0,0,17,0,-17
3138,1,1,675,1619,944
3139,0,0,56,0,-56
3140,0,0,70,0,-70
3141,0,0,63,0,-63
3142,0,0,37,0,-37
3143,1,0,26,0,-26
3144,1,0,8,0,-8
3145,1,0,5,0,-5
3146,0,0,107,0,-107
3147,1,1,58,1537,1479
3148,0,0,31,0,-31
3149,0,0,138,0,-138
3150,0,0,81,0,-81
3151,0,0,85,0,-85
3152,1,1,120,1434,1314
3153,0,0,45,0,-45
3154,0,0,13,0,-13
3155,1,0,106,0,-106
3156,1,1,4,1400,1396
3157,1,1,583,1258,675
3158,1,0,131,0,-131
3159,1,1,332,1393,1061
3160,1,0,4,0,-4
3161,1,1,303,2327,2024
3162,0,0,88,0,-88
3163,0,0,12,0,-12
3164,1,0,14,0,-14
3165,1,0,54,0,-54
3166,1,0,126,0,-126
3167,0,0,77,0,-77
3168,0,0,92,0,-92
3169,0,0,38,0,-38
3170,0,0,82,0,-82
3171,1,1,646,1761,1115
3172,1,0,100,0,-100
3173,0,0,42,0,-42
3174,1,1,2912,1342,-1570
3175,1,0,34,0,-34
3176,1,0,2,0,-2
3177,0,0,45,0,-45
3178,0,0,20,0,-20
3179,1,1,322,1917,1595
3180,1,0,45,0,-45
3181,0,0,74,0,-74
3182,1,0,8,0,-8
3183,0,0,20,0,-20
3184,1,1,200,1263,1063
3185,0,0,13,0,-13
3186,1,0,110,0,-110
3187,1,0,165,0,-165
3188,1,0,108,0,-108
3189,0,0,22,0,-22
3190,1,0,76,0,-76
3191,1,1,109,1492,1383
3192,1,0,6,0,-6
3193,0,0,31,0,-31
3194,1,0,22,0,-22
3195,0,0,3,0,-3
3196,1,1,567,1519,952
3197,1,1,78,1236,1158
3198,0,0,42,0,-42
3199,0,0,44,0,-44
3200,0,0,39,0,-39
3201,1,1,417,1306,889
3202,1,1,3998,1369,-2629
3203,0,0,18,0,-18
3204,1,1,266,1942,1676
3205,1,0,7,0,-7
3206,0,0,78,0,-78
3207,0,0,14,0,-14
3208,0,0,162,0,-162
3209,1,1,243,1522,1279
3210,1,1,335,1246,911
3211,1,0,9,0,-9
3212,1,1,716,1583,867
3213,1,0,31,0,-31
3214,0,0,131,0,-131
3215,0,0,79,0,-79
3216,0,0,9,0,-9
3217,1,0,59,0,-59
3218,0,0,68,0,-68
3219,1,0,26,0,-26
3220,0,0,30,0,-30
3221,0,0,1,0,-1
3222,1,1,495,1483,988
3223,0,0,94,0,-94
3224,0,0,85,0,-85
3225,1,0,7,0,-7
3226,0,0,16,0,-16
3227,0,0,67,0,-67
3228,1,1,249,1253,1004
3229,1,0,79,0,-79
3230,0,0,34,0,-34
3231,0,0,1,0,-1
3232,1,0,0,0,0
3233,1,1,632,1529,897
3234,1,0,7,0,-7
3235,1,0,23,0,-23
3236,1,0,7,0,-7
3237,0,0,12,0,-12
3238,1,1,396,1747,1351
3239,1,0,35,0,-35
3240,0,0,26,0,-26
3241,1,1,626,1243,617
3242,0,0,23,0,-23
3243,0,0,103,0,-103
3244,1,0,65,0,-65
3245,1,1,684,1304,620
3246,1,0,106,0,-106
3247,1,1,228,2429,2201
3248,0,0,26,0,-26
3249,1,1,431,1327,896
3250,1,1,352,1256,904
3251,0,0,61,0,-61
3252,1,1,679,1507,828
3253,1,1,50,1627,1577
3254,1,0,7,0,-7
3255,1,0,12,0,-12
3256,1,0,31,0,-31
3257,1,0,8,0,-8
3258,1,1,976,3324,2348
3259,0,0,48,0,-48
3260,0,0,3,0,-3
3261,0,0,20,0,-20
3262,1,1,153,1397,1244
3263,0,0,2,0,-2
3264,0,0,27,0,-27
3265,1,1,736,1374,638
3266,1,0,56,0,-56
3267,1,0,9,0,-9
3268,0,0,59,0,-59
3269,1,0,79,0,-79
3270,0,0,84,0,-84
3271,0,0,15,0,-15
3272,0,0,112,0,-112
3273,0,0,18,0,-18
3274,0,0,20,0,-20
3275,0,0,8,0,-8
3276,0,0,9,0,-9
3277,1,0,3,0,-3
3278,1,0,193,0,-193
3279,0,0,75,0,-75
3280,0,0,69,0,-69
3281,1,0,7,0,-7
3282,1,0,166,0,-166
3283,1,0,36,0,-36
3284,1,1,195,1265,1070
3285,0,0,31,0,-31
3286,0,0,63,0,-63
3287,1,0,26,0,-26
3288,1,1,135,2607,2472
3289,1,0,54,0,-54
3290,1,0,17,0,-17
3291,0,0,16,0,-16
3292,1,0,24,0,-24
3293,0,0,22,0,-22
3294,0,0,76,0,-76
3295,1,1,601,1438,837
3296,1,0,81,0,-81
3297,0,0,8,0,-8
3298,1,1,318,2431,2113
3299,1,1,915,1764,849
3300,0,0,62,0,-62
3301,1,0,4,0,-4
3302,1,1,1135,1782,647
3303,1,1,187,1339,1152
3304,0,0,3,0,-3
3305,1,0,62,0,-62
3306,1,0,16,0,-16
3307,0,0,3,0,-3
3308,0,0,100,0,-100
3309,1,0,1,0,-1
3310,1,1,197,1440,1243
3311,0,0,13,0,-13
3312,0,0,23,0,-23
3313,1,0,94,0,-94
3314,1,0,12,0,-12
3315,0,0,51,0,-51
3316,0,0,43,0,-43
3317,1,1,1429,1474,45
3318,1,1,498,1383,885
3319,1,0,13,0,-13
3320,1,0,65,0,-65
3321,1,0,5,0,-5
3322,1,0,64,0,-64
3323,1,1,322,1282,960
3324,0,0,38,0,-38
3325,0,0,7,0,-7
3326,0,0,104,0,-104
3327,1,0,156,0,-156
3328,1,1,32,1388,1356
3329,1,0,51,0,-51
3330,1,1,90,1582,1492
3331,0,0,83,0,-83
3332,0,0,25,0,-25
3333,0,0,40,0,-40
3334,0,0,38,0,-38
3335,0,0,57,0,-57
3336,0,0,26,0,-26
3337,1,0,35,0,-35
3338,1,1,223,3035,2812
3339,1,1,1597,1289,-308
3340,1,0,1,0,-1
3341,1,0,4,0,-4
3342,1,1,331,1340,1009
3343,1,0,6,0,-6
3344,0,0,118,0,-118
3345,1,1,133,1455,1322
3346,0,0,22,0,-22
3347,1,1,585,1449,864
3348,0,0,58,0,-58
3349,1,1,79,1438,1359
3350,1,0,148,0,-148
3351,0,0,39,0,-39
3352,0,0,70,0,-70
3353,0,0,52,0,-52
3354,1,1,410,1547,1137
3355,1,0,186,0,-186
3356,0,0,16,0,-16
3357,1,1,1517,1708,191
3358,1,0,17,0,-17
3359,1,1,205,1348,1143
3360,0,0,96,0,-96
3361,1,0,74,0,-74
3362,1,1,283,1925,1642
3363,1,0,25,0,-25
3364,1,0,78,0,-78
3365,1,1,597,1777,1180
3366,0,0,3,0,-3
3367,1,1,219,1654,1435
3368,0,0,5,0,-5
3369,0,0,144,0,-144
3370,0,0,3,0,-3
3371,1,1,350,1572,1222
3372,1,0,15,0,-15
3373,1,0,104,0,-104
3374,1,1,1636,1757,121
3375,1,0,23,0,-23
3376,1,1,3023,1254,-1769
3377,1,0,64,0,-64
3378,0,0,20,0,-20
3379,0,0,23,0,-23
3380,1,0,112,0,-112
3381,1,0,38,0,-38
3382,1,0,18,0,-18
3383,0,0,12,0,-12
3384,1,1,108,2109,2001
3385,1,0,9,0,-9
3386,0,0,23,0,-23
3387,1,0,61,0,-61
3388,0,0,59,0,-59
3389,0,0,13,0,-13
3390,1,1,877,1484,607
3391,1,1,619,1785,1166
3392,1,0,1,0,-1
3393,0,0,38,0,-38
3394,1,0,56,0,-56
3395,0,0,51,0,-51
3396,1,1,386,1346,960
3397,1,0,23,0,-23
3398,0,0,14,0,-14
3399,0,0,47,0,-47
3400,1,1,165,1429,1264
3401,0,0,2,0,-2
3402,1,1,141,1283,1142
3403,0,0,1,0,-1
3404,1,0,54,0,-54
3405,1,0,61,0,-61
3406,0,0,50,0,-50
3407,1,1,591,1584,993
3408,1,0,87,0,-87
3409,1,1,94,2309,2215
3410,0,0,76,0,-76
3411,1,1,1559,1251,-308
3412,0,0,47,0,-47
3413,0,0,39,0,-39
3414,0,0,84,0,-84
3415,0,0,9,0,-9
3416,1,0,74,0,-74
3417,1,0,30,0,-30
3418,1,0,2,0,-2
3419,1,0,136,0,-136
3420,0,0,14,0,-14
3421,1,0,34,0,-34
3422,0,0,92,0,-92
3423,1,0,88,0,-88
3424,1,0,36,0,-36
3425,0,0,92,0,-92
3426,1,1,1713,1332,-381
3427,0,0,20,0,-20
3428,1,0,5,0,-5
3429,0,0,63,0,-63
3430,1,0,0,0,0
3431,0,0,24,0,-24
3432,0,0,40,0,-40
3433,1,0,76,0,-76
3434,1,0,135,0,-135
3435,1,1,599,1914,1315
3436,1,1,1128,1324,196
3437,0,0,40,0,-40
3438,1,1,449,1315,866
3439,1,1,379,1683,1304
3440,1,0,84,0,-84
3441,1,1,66,2703,2637
3442,1,1,47,1694,1647
3443,0,0,5,0,-5
3444,1,0,5,0,-5
3445,1,0,9,0,-9
3446,0,0,40,0,-40
3447,1,1,57,1271,1214
3448,0,0,0,0,0
3449,1,1,580,2444,1864
3450,1,1,42,1558,1516
3451,0,0,6,0,-6
3452,0,0,38,0,-38
3453,1,1,249,2358,2109
3454,1,0,12,0,-12
3455,0,0,129,0,-129
3456,0,0,3,0,-3
3457,0,0,31,0,-31
3458,1,1,904,1877,973
3459,1,1,33,2132,2099
3460,0,0,173,0,-173
3461,1,1,479,2694,2215
3462,0,0,118,0,-118
3463,1,0,8,0,-8
3464,1,1,323,1440,1117
3465,0,0,80,0,-80
3466,1,1,836,1697,861
3467,0,0,74,0,-74
3468,1,0,91,0,-91
3469,1,0,8,0,-8
3470,0,0,58,0,-58
3471,1,1,355,1465,1110
3472,1,0,67,0,-67
3473,0,0,158,0,-158
3474,0,0,18,0,-18
3475,1,1,289,1419,1130
3476,1,1,360,1328,968
3477,1,1,318,1541,1223
3478,0,0,25,0,-25
3479,1,1,519,1431,912
3480,1,0,29,0,-29
3481,0,0,59,0,-59
3482,1,1,3133,1404,-1729
3483,0,0,147,0,-147
3484,0,0,15,0,-15
3485,1,1,194,1523,1329
3486,1,1,366,1386,1020
3487,0,0,92,0,-92
3488,1,0,31,0,-31
3489,1,1,236,2679,2443
3490,1,0,271,0,-271
3491,0,0,0,0,0
3492,1,0,21,0,-21
3493,0,0,0,0,0
3494,0,0,298,0,-298
3495,0,0,54,0,-54
3496,1,0,4,0,-4
3497,0,0,10,0,-10
3498,1,1,84,2704,2620
3499,0,0,6,0,-6
3500,1,0,49,0,-49
3501,1,1,1121,1630,509
3502,1,1,134,1275,1141
3503,0,0,38,0,-38
3504,0,0,72,0,-72
3505,0,0,29,0,-29
3506,1,1,1168,2438,1270
3507,1,1,162,1408,1246
3508,1,1,628,1485,857
3509,1,1,193,1315,1122
3510,1,1,73,3713,3640
3511,0,0,177,0,-177
3512,1,1,575,1360,785
3513,0,0,14,0,-14
3514,1,1,140,2150,2010
3515,1,0,13,0,-13
3516,0,0,47,0,-47
3517,1,1,465,1462,997
3518,1,1,287,4246,3959
3519,1,0,6,0,-6
3520,0,0,281,0,-281
3521,1,1,1063,1454,391
3522,1,0,59,0,-59
3523,0,0,8,0,-8
3524,1,0,7,0,-7
3525,1,0,17,0,-17
3526,1,0,46,0,-46
3527,1,0,15,0,-15
3528,1,1,906,1402,496
3529,1,0,110,0,-110
3530,1,0,9,0,-9
3531,0,0,12,0,-12
3532,0,0,21,0,-21
3533,1,1,476,1269,793
3534,1,1,283,1395,1112
3535,0,0,80,0,-80
3536,0,0,84,0,-84
3537,0,0,31,0,-31
3538,0,0,51,0,-51
3539,0,0,107,0,-107
3540,1,1,812,1295,483
3541,0,0,44,0,-44
3542,0,0,36,0,-36
3543,0,0,8,0,-8
3544,0,0,6,0,-6
3545,1,1,56,2553,2497
3546,1,0,3,0,-3
3547,0,0,46,0,-46
3548,1,0,237,0,-237
3549,0,0,55,0,-55
3550,0,0,3,0,-3
3551,1,1,697,1453,756
3552,1,1,2043,1600,-443
3553,0,0,43,0,-43
3554,0,0,24,0,-24
3555,0,0,80,0,-80
3556,0,0,33,0,-33
3557,0,0,94,0,-94
3558,1,0,31,0,-31
3559,1,0,45,0,-45
3560,1,0,78,0,-78
3561,1,0,40,0,-40
3562,0,0,72,0,-72
3563,0,0,60,0,-60
3564,0,0,16,0,-16
3565,0,0,49,0,-49
3566,1,1,1301,1473,172
3567,0,0,12,0,-12
3568,1,0,26,0,-26
3569,1,1,154,1715,1561
3570,1,1,547,1441,894
3571,1,0,7,0,-7
3572,0,0,12,0,-12
3573,0,0,11,0,-11
3574,1,0,25,0,-25
3575,1,0,49,0,-49
3576,0,0,76,0,-76
3577,0,0,86,0,-86
3578,0,0,25,0,-25
3579,1,1,219,1303,1084
3580,1,0,3,0,-3
3581,1,0,51,0,-51
3582,1,0,8,0,-8
3583,1,1,207,1244,1037
3584,1,1,369,1363,994
3585,0,0,62,0,-62
3586,0,0,266,0,-266
3587,1,0,33,0,-33
3588,0,0,10,0,-10
3589,1,0,58,0,-58
3590,0,0,6,0,-6
3591,0,0,39,0,-39
3592,1,0,2,0,-2
3593,1,0,109,0,-109
3594,0,0,163,0,-163
3595,1,1,30,1784,1754
3596,0,0,40,0,-40
3597,0,0,153,0,-153
3598,0,0,121,0,-121
3599,1,0,46,0,-46
3600,0,0,19,0,-19
3601,0,0,75,0,-75
3602,0,0,24,0,-24
3603,1,0,2,0,-2
3604,1,1,1358,1877,519
3605,1,1,56,1365,1309
3606,1,0,159,0,-159
3607,1,1,598,2325,1727
3608,0,0,108,0,-108
3609,0,0,1,0,-1
3610,0,0,27,0,-27
3611,1,1,1143,1304,161
3612,1,1,943,1401,458
3613,0,0,69,0,-69
3614,0,0,164,0,-164
3615,1,1,496,1731,1235
3616,0,0,20,0,-20
3617,0,0,120,0,-120
3618,0,0,41,0,-41
3619,0,0,26,0,-26
3620,0,0,23,0,-23
3621,1,0,84,0,-84
3622,1,1,717,3303,2586
3623,0,0,119,0,-119
3624,1,0,18,0,-18
3625,1,1,413,1264,851
3626,0,0,30,0,-30
3627,0,0,315,0,-315
3628,0,0,29,0,-29
3629,1,0,35,0,-35
3630,0,0,14,0,-14
3631,0,0,13,0,-13
3632,1,0,153,0,-153
3633,1,1,147,1361,1214
3634,1,1,273,1526,1253
3635,0,0,290,0,-290
3636,1,1,879,1261,382
3637,0,0,34,0,-34
3638,0,0,117,0,-117
3639,0,0,148,0,-148
3640,0,0,50,0,-50
3641,0,0,9,0,-9
3642,0,0,21,0,-21
3643,1,1,1012,2779,1767
3644,0,0,33,0,-33
3645,1,0,53,0,-53
3646,1,0,182,0,-182
3647,1,1,244,1725,1481
3648,0,0,56,0,-56
3649,1,0,194,0,-194
3650,1,0,101,0,-101
3651,0,0,38,0,-38
3652,1,1,870,1240,370
3653,1,1,937,1262,325
3654,0,0,5,0,-5
3655,1,1,792,1751,959
3656,1,0,30,0,-30
3657,1,1,141,1881,1740
3658,1,1,917,1346,429
3659,1,0,86,0,-86
3660,1,1,287,1241,954
3661,0,0,149,0,-149
3662,0,0,89,0,-89
3663,1,1,230,1665,1435
3664,0,0,14,0,-14
3665,1,1,532,1737,1205
3666,1,0,19,0,-19
3667,1,0,16,0,-16
3668,1,0,23,0,-23
3669,0,0,7,0,-7
3670,0,0,65,0,-65
3671,1,0,21,0,-21
3672,1,0,13,0,-13
3673,0,0,106,0,-106
3674,1,0,22,0,-22
3675,1,0,0,0,0
3676,0,0,254,0,-254
3677,0,0,8,0,-8
3678,1,0,32,0,-32
3679,1,1,1307,1335,28
3680,1,1,670,1237,567
3681,0,0,40,0,-40
3682,1,1,126,1315,1189
3683,1,0,118,0,-118
3684,1,1,1120,1460,340
3685,0,0,78,0,-78
3686,1,0,28,0,-28
3687,1,1,794,1419,625
3688,1,1,545,1363,818
3689,1,1,91,1315,1224
3690,0,0,68,0,-68
3691,1,0,15,0,-15
3692,0,0,36,0,-36
3693,1,0,20,0,-20
3694,0,0,25,0,-25
3695,1,0,17,0,-17
3696,0,0,58,0,-58
3697,1,1,497,1373,876
3698,0,0,77,0,-77
3699,1,0,18,0,-18
3700,1,0,33,0,-33
3701,1,0,156,0,-156
3702,1,1,201,1665,1464
3703,0,0,100,0,-100
3704,1,0,87,0,-87
3705,0,0,49,0,-49
3706,1,0,6,0,-6
3707,0,0,89,0,-89
3708,1,1,353,1351,998
3709,0,0,25,0,-25
3710,0,0,34,0,-34
3711,1,1,322,1652,1330
3712,0,0,0,0,0
3713,1,1,660,2411,1751
3714,1,0,27,0,-27
3715,1,0,33,0,-33
3716,1,1,417,1512,1095
3717,0,0,6,0,-6
3718,0,0,1,0,-1
3719,0,0,4,0,-4
3720,1,1,757,1266,509
3721,1,0,54,0,-54
3722,1,0,56,0,-56
3723,1,0,29,0,-29
3724,1,1,282,1386,1104
3725,0,0,6,0,-6
3726,0,0,2,0,-2
3727,0,0,26,0,-26
3728,1,0,36,0,-36
3729,0,0,36,0,-36
3730,1,1,274,1247,973
3731,1,0,18,0,-18
3732,1,0,46,0,-46
3733,0,0,16,0,-16
3734,1,1,707,1551,844
3735,1,0,11,0,-11
3736,1,1,120,1575,1455
3737,1,1,98,1323,1225
3738,1,1,1852,1601,-251
3739,0,0,16,0,-16
3740,1,0,25,0,-25
3741,0,0,22,0,-22
3742,0,0,52,0,-52
3743,1,1,204,1335,1131
3744,1,1,148,1428,1280
3745,0,0,146,0,-146
3746,1,0,72,0,-72
3747,1,1,380,1383,1003
3748,0,0,65,0,-65
3749,0,0,23,0,-23
3750,1,1,1129,1287,158
3751,0,0,3,0,-3
3752,1,1,924,1666,742
3753,0,0,83,0,-83
3754,0,0,6,0,-6
3755,0,0,105,0,-105
3756,1,0,7,0,-7
3757,1,0,43,0,-43
3758,0,0,21,0,-21
3759,1,1,562,1640,1078
3760,0,0,128,0,-128
3761,1,1,669,1339,670
3762,0,0,204,0,-204
3763,0,0,138,0,-138
3764,0,0,36,0,-36
3765,1,0,47,0,-47
3766,0,0,41,0,-41
3767,0,0,103,0,-103
3768,0,0,12,0,-12
3769,1,1,926,1986,1060
3770,1,1,747,1279,532
3771,0,0,31,0,-31
3772,0,0,21,0,-21
3773,0,0,11,0,-11
3774,0,0,138,0,-138
3775,0,0,1,0,-1
3776,1,1,76,1337,1261
3777,0,0,25,0,-25
3778,1,1,312,1399,1087
3779,1,1,510,1505,995
3780,1,1,1584,1322,-262
3781,0,0,34,0,-34
3782,1,0,6,0,-6
3783,0,0,26,0,-26
3784,0,0,1,0,-1
3785,1,0,63,0,-63
3786,1,1,1312,1544,232
3787,1,0,105,0,-105
3788,1,1,225,1800,1575
3789,0,0,35,0,-35
3790,1,0,57,0,-57
3791,1,0,139,0,-139
3792,0,0,3,0,-3
3793,1,1,488,1306,818
3794,0,0,19,0,-19
3795,0,0,41,0,-41
3796,0,0,31,0,-31
3797,1,0,13,0,-13
3798,1,0,12,0,-12
3799,0,0,9,0,-9
3800,0,0,14,0,-14
3801,0,0,49,0,-49
3802,0,0,217,0,-217
3803,0,0,72,0,-72
3804,1,1,378,1261,883
3805,1,1,694,1345,651
3806,1,1,113,1243,1130
3807,1,0,30,0,-30
3808,0,0,3,0,-3
3809,1,1,34,1485,1451
3810,1,0,25,0,-25
3811,1,1,608,1301,693
3812,0,0,52,0,-52
3813,1,1,308,1465,1157
3814,0,0,44,0,-44
3815,1,1,448,1415,967
3816,1,1,11,1970,1959
3817,1,0,38,0,-38
3818,1,1,610,3363,2753
3819,1,0,7,0,-7
3820,1,0,19,0,-19
3821,1,0,160,0,-160
3822,0,0,21,0,-21
3823,0,0,109,0,-109
3824,0,0,161,0,-161
3825,1,1,1038,1253,215
3826,1,0,37,0,-37
3827,1,0,1,0,-1
3828,1,1,325,1294,969
3829,0,0,15,0,-15
3830,1,1,533,1291,758
3831,1,1,1213,1814,601
3832,1,1,102,1250,1148
3833,0,0,69,0,-69
3834,1,1,32,3082,3050
3835,0,0,110,0,-110
3836,1,0,2,0,-2
3837,0,0,43,0,-43
3838,1,1,105,1361,1256
3839,1,1,568,1393,825
3840,1,1,134,1413,1279
3841,1,0,14,0,-14
3842,0,0,7,0,-7
3843,0,0,134,0,-134
3844,0,0,165,0,-165
3845,1,0,12,0,-12
3846,1,0,173,0,-173
3847,1,0,58,0,-58
3848,1,0,158,0,-158
3849,1,1,1185,1636,451
3850,0,0,226,0,-226
3851,1,0,33,0,-33
3852,1,1,926,1241,315
3853,1,0,81,0,-81
3854,1,0,16,0,-16
3855,1,0,8,0,-8
3856,1,1,288,1474,1186
3857,1,1,31,1513,1482
3858,0,0,42,0,-42
3859,0,0,65,0,-65
3860,1,1,219,1393,1174
3861,1,1,1293,1605,312
3862,0,0,83,0,-83
3863,1,0,189,0,-189
3864,1,1,2444,1713,-731
3865,1,1,964,1432,468
3866,1,1,117,2826,2709
3867,0,0,38,0,-38
3868,1,0,6,0,-6
3869,1,0,2,0,-2
3870,0,0,45,0,-45
3871,1,0,90,0,-90
3872,1,0,18,0,-18
3873,0,0,59,0,-59
3874,1,0,38,0,-38
3875,0,0,31,0,-31
3876,1,1,1446,2061,615
3877,1,1,1781,1745,-36
3878,1,1,388,1810,1422
3879,1,0,28,0,-28
3880,1,0,33,0,-33
3881,1,0,4,0,-4
3882,0,0,9,0,-9
3883,1,1,199,2012,1813
3884,0,0,19,0,-19
3885,1,0,32,0,-32
3886,0,0,47,0,-47
3887,0,0,67,0,-67
3888,1,0,0,0,0
3889,0,0,62,0,-62
3890,0,0,48,0,-48
3891,1,0,37,0,-37
3892,0,0,32,0,-32
3893,1,1,544,1525,981
3894,1,0,103,0,-103
3895,0,0,64,0,-64
3896,0,0,144,0,-144
3897,1,1,243,1392,1149
3898,1,0,5,0,-5
3899,1,0,104,0,-104
3900,1,0,73,0,-73
3901,1,1,225,1285,1060
3902,1,0,0,0,0
3903,1,0,3,0,-3
3904,1,1,375,1862,1487
3905,1,0,1,0,-1
3906,0,0,57,0,-57
3907,1,1,549,1420,871
3908,1,1,393,1296,903
3909,0,0,26,0,-26
3910,0,0,29,0,-29
3911,1,0,109,0,-109
3912,1,1,423,1240,817
3913,1,0,88,0,-88
3914,0,0,57,0,-57
3915,1,1,367,1935,1568
3916,0,0,6,0,-6
3917,1,1,230,1437,1207
3918,1,0,37,0,-37
3919,0,0,187,0,-187
3920,0,0,33,0,-33
3921,0,0,78,0,-78
3922,1,1,1257,1474,217
3923,0,0,25,0,-25
3924,0,0,19,0,-19
3925,1,0,86,0,-86
3926,1,0,30,0,-30
3927,1,0,11,0,-11
3928,0,0,32,0,-32
3929,0,0,9,0,-9
3930,0,0,75,0,-75
3931,1,1,271,1929,1658
3932,1,0,16,0,-16
3933,1,0,98,0,-98
3934,1,1,76,2097,2021
3935,0,0,4,0,-4
3936,1,0,35,0,-35
3937,0,0,41,0,-41
3938,0,0,89,0,-89
3939,1,1,1517,1450,-67
3940,1,0,136,0,-136
3941,0,0,23,0,-23
3942,1,1,25,2851,2826
3943,1,1,318,2524,2206
3944,0,0,29,0,-29
3945,1,0,103,0,-103
3946,1,0,19,0,-19
3947,0,0,5,0,-5
3948,1,0,56,0,-56
3949,1,0,35,0,-35
3950,1,1,1252,1314,62
3951,0,0,58,0,-58
3952,1,1,215,1308,1093
3953,1,0,0,0,0
3954,1,0,25,0,-25
3955,1,1,1724,1628,-96
3956,1,0,6,0,-6
3957,1,0,2,0,-2
3958,1,1,376,1980,1604
3959,1,1,97,1353,1256
3960,0,0,131,0,-131
3961,0,0,62,0,-62
3962,0,0,4,0,-4
3963,1,1,346,1283,937
3964,1,0,77,0,-77
3965,1,1,112,1287,1175
3966,1,1,2013,1377,-636
3967,1,0,22,0,-22
3968,0,0,79,0,-79
3969,0,0,4,0,-4
3970,1,0,4,0,-4
3971,0,0,45,0,-45
3972,1,0,68,0,-68
3973,1,1,627,1465,838
3974,1,0,122,0,-122
3975,1,0,2,0,-2
3976,0,0,40,0,-40
3977,0,0,8,0,-8
3978,1,0,226,0,-226
3979,0,0,29,0,-29
3980,0,0,1,0,-1
3981,1,0,2,0,-2
3982,1,0,88,0,-88
3983,1,0,9,0,-9
3984,1,1,151,1467,1316
3985,0,0,3,0,-3
3986,1,0,8,0,-8
3987,1,1,449,1298,849
3988,0,0,111,0,-111
3989,1,0,2,0,-2
3990,0,0,45,0,-45
3991,0,0,56,0,-56
3992,0,0,4,0,-4
3993,0,0,2,0,-2
3994,1,1,1305,1316,11
3995,0,0,14,0,-14
3996,1,1,2602,1243,-1359
3997,0,0,23,0,-23
3998,1,1,817,1266,449
3999,0,0,14,0,-14
